Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,home_clean,team_clean,intFormedYear,intStadiumCapacity,strLeague,anios_historia,total_goles_partido,diferencia_goles,resultado_target,cluster_kmeans
11/08/2023,Almeria,Vallecano,0,2,A,19,10,5,4,8,3,almeria,,1900.0,38279.0,Liga_Desconocida,126.0,2,-2,Derrota_Local,2
11/08/2023,Sevilla,Valencia,1,2,A,9,10,3,3,8,1,sevilla,,1900.0,38279.0,Liga_Desconocida,126.0,3,-1,Derrota_Local,2
12/08/2023,Sociedad,Girona,1,1,D,15,6,2,1,4,1,sociedad,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
12/08/2023,Las Palmas,Mallorca,1,1,D,5,12,2,2,3,6,las palmas,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
12/08/2023,Ath Bilbao,Real Madrid,0,2,A,7,14,1,8,7,5,ath bilbao,,1900.0,38279.0,Liga_Desconocida,126.0,2,-2,Derrota_Local,2
13/08/2023,Celta,Osasuna,0,2,A,11,11,1,5,7,2,celta,,1900.0,38279.0,Liga_Desconocida,126.0,2,-2,Derrota_Local,2
13/08/2023,Villarreal,Betis,1,2,A,18,12,5,5,9,4,villarreal,,1900.0,38279.0,Liga_Desconocida,126.0,3,-1,Derrota_Local,2
13/08/2023,Getafe,Barcelona,0,0,D,5,14,2,4,3,4,getafe,getafe,1946.0,17393.0,Spanish La Liga,80.0,0,0,Empate,0
14/08/2023,Cadiz,Alaves,1,0,H,12,10,3,2,2,4,cadiz,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
14/08/2023,Ath Madrid,Granada,3,1,H,14,7,6,4,3,3,ath madrid,,1900.0,38279.0,Liga_Desconocida,126.0,4,2,Victoria_Local,1
18/08/2023,Mallorca,Villarreal,0,1,A,8,15,1,3,6,5,mallorca,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
18/08/2023,Valencia,Las Palmas,1,0,H,9,7,4,1,6,4,valencia,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
19/08/2023,Sociedad,Celta,1,1,D,11,17,2,6,9,7,sociedad,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
19/08/2023,Almeria,Real Madrid,1,3,A,20,24,8,9,4,5,almeria,,1900.0,38279.0,Liga_Desconocida,126.0,4,-2,Derrota_Local,2
19/08/2023,Osasuna,Ath Bilbao,0,2,A,18,8,7,2,5,3,osasuna,,1900.0,38279.0,Liga_Desconocida,126.0,2,-2,Derrota_Local,2
20/08/2023,Girona,Getafe,3,0,H,7,9,6,2,3,2,girona,,1900.0,38279.0,Liga_Desconocida,126.0,3,3,Victoria_Local,1
20/08/2023,Barcelona,Cadiz,2,0,H,23,10,10,1,10,2,barcelona,barcelona,1899.0,99354.0,Spanish La Liga,127.0,2,2,Victoria_Local,1
20/08/2023,Betis,Ath Madrid,0,0,D,14,5,0,1,2,7,betis,,1900.0,38279.0,Liga_Desconocida,126.0,0,0,Empate,0
21/08/2023,Alaves,Sevilla,4,3,H,14,12,7,2,4,4,alaves,alaves,1921.0,19840.0,Spanish La Liga,105.0,7,1,Victoria_Local,2
21/08/2023,Granada,Vallecano,0,2,A,14,17,7,9,5,6,granada,,1900.0,38279.0,Liga_Desconocida,126.0,2,-2,Derrota_Local,2
25/08/2023,Las Palmas,Sociedad,0,0,D,11,8,5,1,5,7,las palmas,,1900.0,38279.0,Liga_Desconocida,126.0,0,0,Empate,0
25/08/2023,Celta,Real Madrid,0,1,A,13,10,4,3,3,5,celta,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
26/08/2023,Cadiz,Almeria,1,1,D,11,5,3,2,7,3,cadiz,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
26/08/2023,Granada,Mallorca,3,2,H,10,10,4,5,5,3,granada,,1900.0,38279.0,Liga_Desconocida,126.0,5,1,Victoria_Local,1
26/08/2023,Sevilla,Girona,1,2,A,21,8,4,3,6,6,sevilla,,1900.0,38279.0,Liga_Desconocida,126.0,3,-1,Derrota_Local,2
27/08/2023,Villarreal,Barcelona,3,4,A,13,21,6,11,2,6,villarreal,,1900.0,38279.0,Liga_Desconocida,126.0,7,-1,Derrota_Local,2
27/08/2023,Valencia,Osasuna,1,2,A,16,7,4,2,6,3,valencia,,1900.0,38279.0,Liga_Desconocida,126.0,3,-1,Derrota_Local,2
27/08/2023,Ath Bilbao,Betis,4,2,H,14,7,6,3,5,3,ath bilbao,,1900.0,38279.0,Liga_Desconocida,126.0,6,2,Victoria_Local,1
28/08/2023,Getafe,Alaves,1,0,H,15,16,4,2,4,5,getafe,getafe,1946.0,17393.0,Spanish La Liga,80.0,1,1,Victoria_Local,0
28/08/2023,Vallecano,Ath Madrid,0,7,A,12,17,3,10,8,3,vallecano,,1900.0,38279.0,Liga_Desconocida,126.0,7,-7,Derrota_Local,2
01/09/2023,Cadiz,Villarreal,3,1,H,18,7,4,3,7,3,cadiz,,1900.0,38279.0,Liga_Desconocida,126.0,4,2,Victoria_Local,1
01/09/2023,Almeria,Celta,2,3,A,16,14,5,8,6,5,almeria,,1900.0,38279.0,Liga_Desconocida,126.0,5,-1,Derrota_Local,2
02/09/2023,Sociedad,Granada,5,3,H,15,8,6,5,2,5,sociedad,,1900.0,38279.0,Liga_Desconocida,126.0,8,2,Victoria_Local,1
02/09/2023,Real Madrid,Getafe,2,1,H,26,6,12,2,11,1,madrid,madrid,1903.0,67703.0,Spanish La Liga,123.0,3,1,Victoria_Local,1
02/09/2023,Alaves,Valencia,1,0,H,7,9,1,4,1,2,alaves,alaves,1921.0,19840.0,Spanish La Liga,105.0,1,1,Victoria_Local,0
02/09/2023,Betis,Vallecano,1,0,H,14,15,5,6,2,3,betis,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
03/09/2023,Girona,Las Palmas,1,0,H,11,10,6,5,3,5,girona,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
03/09/2023,Mallorca,Ath Bilbao,0,0,D,8,11,2,3,3,5,mallorca,,1900.0,38279.0,Liga_Desconocida,126.0,0,0,Empate,0
03/09/2023,Osasuna,Barcelona,1,2,A,11,9,3,4,8,5,osasuna,,1900.0,38279.0,Liga_Desconocida,126.0,3,-1,Derrota_Local,2
15/09/2023,Vallecano,Alaves,2,0,H,20,9,11,1,5,3,vallecano,,1900.0,38279.0,Liga_Desconocida,126.0,2,2,Victoria_Local,0
16/09/2023,Ath Bilbao,Cadiz,3,0,H,20,5,9,4,5,4,ath bilbao,,1900.0,38279.0,Liga_Desconocida,126.0,3,3,Victoria_Local,1
16/09/2023,Valencia,Ath Madrid,3,0,H,12,11,8,3,5,8,valencia,,1900.0,38279.0,Liga_Desconocida,126.0,3,3,Victoria_Local,1
16/09/2023,Celta,Mallorca,0,1,A,16,7,4,4,10,1,celta,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
16/09/2023,Barcelona,Betis,5,0,H,17,11,9,2,9,5,barcelona,barcelona,1899.0,99354.0,Spanish La Liga,127.0,5,5,Victoria_Local,1
17/09/2023,Getafe,Osasuna,3,2,H,11,8,6,3,6,3,getafe,getafe,1946.0,17393.0,Spanish La Liga,80.0,5,1,Victoria_Local,2
17/09/2023,Villarreal,Almeria,2,1,H,10,17,4,7,7,6,villarreal,,1900.0,38279.0,Liga_Desconocida,126.0,3,1,Victoria_Local,0
17/09/2023,Sevilla,Las Palmas,1,0,H,26,12,9,2,7,3,sevilla,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
17/09/2023,Real Madrid,Sociedad,2,1,H,17,15,8,5,4,3,madrid,madrid,1903.0,67703.0,Spanish La Liga,123.0,3,1,Victoria_Local,1
18/09/2023,Granada,Girona,2,4,A,12,13,5,7,4,5,granada,,1900.0,38279.0,Liga_Desconocida,126.0,6,-2,Derrota_Local,2
22/09/2023,Alaves,Ath Bilbao,0,2,A,15,11,5,3,3,4,alaves,alaves,1921.0,19840.0,Spanish La Liga,105.0,2,-2,Derrota_Local,2
23/09/2023,Girona,Mallorca,5,3,H,23,15,10,5,6,5,girona,,1900.0,38279.0,Liga_Desconocida,126.0,8,2,Victoria_Local,1
23/09/2023,Osasuna,Sevilla,0,0,D,16,15,2,3,7,4,osasuna,,1900.0,38279.0,Liga_Desconocida,126.0,0,0,Empate,0
23/09/2023,Barcelona,Celta,3,2,H,15,13,6,7,2,3,barcelona,barcelona,1899.0,99354.0,Spanish La Liga,127.0,5,1,Victoria_Local,1
23/09/2023,Almeria,Valencia,2,2,D,17,7,10,5,8,3,almeria,,1900.0,38279.0,Liga_Desconocida,126.0,4,0,Empate,2
24/09/2023,Sociedad,Getafe,4,3,H,10,10,6,7,2,1,sociedad,,1900.0,38279.0,Liga_Desconocida,126.0,7,1,Victoria_Local,1
24/09/2023,Vallecano,Villarreal,1,1,D,11,13,6,6,2,8,vallecano,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
24/09/2023,Betis,Cadiz,1,1,D,21,5,7,1,11,8,betis,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
24/09/2023,Las Palmas,Granada,1,0,H,10,2,3,1,6,7,las palmas,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
24/09/2023,Ath Madrid,Real Madrid,3,1,H,10,20,4,5,6,11,ath madrid,,1900.0,38279.0,Liga_Desconocida,126.0,4,2,Victoria_Local,1
26/09/2023,Sevilla,Almeria,5,1,H,18,10,9,1,9,4,sevilla,,1900.0,38279.0,Liga_Desconocida,126.0,6,4,Victoria_Local,1
26/09/2023,Mallorca,Barcelona,2,2,D,10,10,5,4,7,2,mallorca,,1900.0,38279.0,Liga_Desconocida,126.0,4,0,Empate,2
27/09/2023,Ath Bilbao,Getafe,2,2,D,9,13,4,5,5,4,ath bilbao,,1900.0,38279.0,Liga_Desconocida,126.0,4,0,Empate,2
27/09/2023,Real Madrid,Las Palmas,2,0,H,21,16,9,2,7,2,madrid,madrid,1903.0,67703.0,Spanish La Liga,123.0,2,2,Victoria_Local,1
27/09/2023,Villarreal,Girona,1,2,A,14,17,3,5,5,6,villarreal,,1900.0,38279.0,Liga_Desconocida,126.0,3,-1,Derrota_Local,2
27/09/2023,Cadiz,Vallecano,0,0,D,9,9,2,4,1,2,cadiz,,1900.0,38279.0,Liga_Desconocida,126.0,0,0,Empate,0
27/09/2023,Valencia,Sociedad,0,1,A,9,2,2,1,0,2,valencia,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
28/09/2023,Celta,Alaves,1,1,D,8,21,0,11,2,8,celta,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
28/09/2023,Granada,Betis,1,1,D,19,13,7,3,5,7,granada,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
28/09/2023,Osasuna,Ath Madrid,0,2,A,13,4,2,3,7,2,osasuna,,1900.0,38279.0,Liga_Desconocida,126.0,2,-2,Derrota_Local,2
29/09/2023,Barcelona,Sevilla,1,0,H,18,12,5,3,13,3,barcelona,barcelona,1899.0,99354.0,Spanish La Liga,127.0,1,1,Victoria_Local,1
30/09/2023,Getafe,Villarreal,0,0,D,22,3,9,0,6,4,getafe,getafe,1946.0,17393.0,Spanish La Liga,80.0,0,0,Empate,0
30/09/2023,Vallecano,Mallorca,2,2,D,19,9,5,4,5,0,vallecano,,1900.0,38279.0,Liga_Desconocida,126.0,4,0,Empate,2
30/09/2023,Girona,Real Madrid,0,3,A,13,14,3,7,1,4,girona,,1900.0,38279.0,Liga_Desconocida,126.0,3,-3,Derrota_Local,2
30/09/2023,Sociedad,Ath Bilbao,3,0,H,8,18,5,3,5,7,sociedad,,1900.0,38279.0,Liga_Desconocida,126.0,3,3,Victoria_Local,1
01/10/2023,Almeria,Granada,3,3,D,17,19,5,4,1,5,almeria,,1900.0,38279.0,Liga_Desconocida,126.0,6,0,Empate,2
01/10/2023,Alaves,Osasuna,0,2,A,17,10,3,3,4,2,alaves,alaves,1921.0,19840.0,Spanish La Liga,105.0,2,-2,Derrota_Local,2
01/10/2023,Ath Madrid,Cadiz,3,2,H,18,8,9,4,5,3,ath madrid,,1900.0,38279.0,Liga_Desconocida,126.0,5,1,Victoria_Local,1
01/10/2023,Betis,Valencia,3,0,H,15,9,7,2,5,3,betis,,1900.0,38279.0,Liga_Desconocida,126.0,3,3,Victoria_Local,1
02/10/2023,Las Palmas,Celta,2,1,H,16,11,5,3,4,5,las palmas,,1900.0,38279.0,Liga_Desconocida,126.0,3,1,Victoria_Local,0
06/10/2023,Ath Bilbao,Almeria,3,0,H,23,4,9,1,6,2,ath bilbao,,1900.0,38279.0,Liga_Desconocida,126.0,3,3,Victoria_Local,1
07/10/2023,Cadiz,Girona,0,1,A,8,20,2,5,5,5,cadiz,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
07/10/2023,Real Madrid,Osasuna,4,0,H,19,7,9,1,5,4,madrid,madrid,1903.0,67703.0,Spanish La Liga,123.0,4,4,Victoria_Local,1
07/10/2023,Mallorca,Valencia,1,1,D,9,11,5,3,3,6,mallorca,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
07/10/2023,Sevilla,Vallecano,2,2,D,22,7,6,4,12,2,sevilla,,1900.0,38279.0,Liga_Desconocida,126.0,4,0,Empate,2
08/10/2023,Villarreal,Las Palmas,1,2,A,9,8,4,5,7,2,villarreal,,1900.0,38279.0,Liga_Desconocida,126.0,3,-1,Derrota_Local,2
08/10/2023,Ath Madrid,Sociedad,2,1,H,14,13,5,4,1,4,ath madrid,,1900.0,38279.0,Liga_Desconocida,126.0,3,1,Victoria_Local,0
08/10/2023,Alaves,Betis,1,1,D,15,6,5,2,5,3,alaves,alaves,1921.0,19840.0,Spanish La Liga,105.0,2,0,Empate,0
08/10/2023,Celta,Getafe,2,2,D,26,3,11,2,13,1,celta,,1900.0,38279.0,Liga_Desconocida,126.0,4,0,Empate,2
08/10/2023,Granada,Barcelona,2,2,D,7,22,2,10,1,11,granada,,1900.0,38279.0,Liga_Desconocida,126.0,4,0,Empate,2
20/10/2023,Osasuna,Granada,2,0,H,12,13,6,3,1,7,osasuna,,1900.0,38279.0,Liga_Desconocida,126.0,2,2,Victoria_Local,0
21/10/2023,Sociedad,Mallorca,1,0,H,14,18,6,7,2,5,sociedad,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
21/10/2023,Getafe,Betis,1,1,D,14,13,4,3,4,8,getafe,getafe,1946.0,17393.0,Spanish La Liga,80.0,2,0,Empate,0
21/10/2023,Sevilla,Real Madrid,1,1,D,17,14,7,5,4,6,sevilla,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
21/10/2023,Celta,Ath Madrid,0,3,A,16,12,3,7,7,5,celta,,1900.0,38279.0,Liga_Desconocida,126.0,3,-3,Derrota_Local,2
22/10/2023,Las Palmas,Vallecano,0,1,A,12,12,6,4,10,5,las palmas,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
22/10/2023,Girona,Almeria,5,2,H,19,9,8,5,9,6,girona,,1900.0,38279.0,Liga_Desconocida,126.0,7,3,Victoria_Local,1
22/10/2023,Villarreal,Alaves,1,1,D,12,16,3,7,9,3,villarreal,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
22/10/2023,Barcelona,Ath Bilbao,1,0,H,12,10,7,3,4,7,barcelona,barcelona,1899.0,99354.0,Spanish La Liga,127.0,1,1,Victoria_Local,1
23/10/2023,Valencia,Cadiz,2,0,H,12,5,4,4,4,6,valencia,,1900.0,38279.0,Liga_Desconocida,126.0,2,2,Victoria_Local,0
27/10/2023,Girona,Celta,1,0,H,12,4,2,2,10,1,girona,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
28/10/2023,Almeria,Las Palmas,1,2,A,10,10,4,3,3,2,almeria,,1900.0,38279.0,Liga_Desconocida,126.0,3,-1,Derrota_Local,2
28/10/2023,Barcelona,Real Madrid,1,2,A,15,13,3,4,6,3,barcelona,barcelona,1899.0,99354.0,Spanish La Liga,127.0,3,-1,Derrota_Local,1
28/10/2023,Mallorca,Getafe,0,0,D,15,8,4,0,8,3,mallorca,,1900.0,38279.0,Liga_Desconocida,126.0,0,0,Empate,0
28/10/2023,Cadiz,Sevilla,2,2,D,10,20,5,10,2,4,cadiz,,1900.0,38279.0,Liga_Desconocida,126.0,4,0,Empate,2
29/10/2023,Betis,Osasuna,2,1,H,9,7,2,1,6,3,betis,,1900.0,38279.0,Liga_Desconocida,126.0,3,1,Victoria_Local,0
29/10/2023,Vallecano,Sociedad,2,2,D,16,15,7,3,4,5,vallecano,,1900.0,38279.0,Liga_Desconocida,126.0,4,0,Empate,2
29/10/2023,Ath Bilbao,Valencia,2,2,D,12,11,7,5,10,4,ath bilbao,,1900.0,38279.0,Liga_Desconocida,126.0,4,0,Empate,2
29/10/2023,Ath Madrid,Alaves,2,1,H,11,8,7,1,4,4,ath madrid,,1900.0,38279.0,Liga_Desconocida,126.0,3,1,Victoria_Local,0
30/10/2023,Granada,Villarreal,2,3,A,18,6,8,5,4,1,granada,,1900.0,38279.0,Liga_Desconocida,126.0,5,-1,Derrota_Local,2
03/11/2023,Las Palmas,Ath Madrid,2,1,H,9,13,3,5,3,4,las palmas,,1900.0,38279.0,Liga_Desconocida,126.0,3,1,Victoria_Local,0
04/11/2023,Osasuna,Girona,2,4,A,15,11,3,4,2,7,osasuna,,1900.0,38279.0,Liga_Desconocida,126.0,6,-2,Derrota_Local,2
04/11/2023,Betis,Mallorca,2,0,H,22,8,3,1,6,1,betis,,1900.0,38279.0,Liga_Desconocida,126.0,2,2,Victoria_Local,0
04/11/2023,Celta,Sevilla,1,1,D,15,13,3,5,4,6,celta,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
04/11/2023,Sociedad,Barcelona,0,1,A,13,12,6,4,8,3,sociedad,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
05/11/2023,Alaves,Almeria,1,0,H,23,9,3,3,12,6,alaves,alaves,1921.0,19840.0,Spanish La Liga,105.0,1,1,Victoria_Local,0
05/11/2023,Valencia,Granada,1,0,H,11,6,2,1,0,4,valencia,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
05/11/2023,Villarreal,Ath Bilbao,2,3,A,17,17,6,7,9,3,villarreal,,1900.0,38279.0,Liga_Desconocida,126.0,5,-1,Derrota_Local,2
05/11/2023,Real Madrid,Vallecano,0,0,D,22,4,5,0,11,1,madrid,madrid,1903.0,67703.0,Spanish La Liga,123.0,0,0,Empate,0
06/11/2023,Getafe,Cadiz,1,0,H,13,6,3,2,6,3,getafe,getafe,1946.0,17393.0,Spanish La Liga,80.0,1,1,Victoria_Local,0
10/11/2023,Ath Bilbao,Celta,4,3,H,21,13,12,5,7,2,ath bilbao,,1900.0,38279.0,Liga_Desconocida,126.0,7,1,Victoria_Local,1
11/11/2023,Vallecano,Girona,1,2,A,22,19,9,7,8,3,vallecano,,1900.0,38279.0,Liga_Desconocida,126.0,3,-1,Derrota_Local,2
11/11/2023,Almeria,Sociedad,1,3,A,7,18,2,6,5,5,almeria,,1900.0,38279.0,Liga_Desconocida,126.0,4,-2,Derrota_Local,2
11/11/2023,Granada,Getafe,1,1,D,12,10,6,6,3,5,granada,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
11/11/2023,Osasuna,Las Palmas,1,1,D,11,6,3,1,8,3,osasuna,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
11/11/2023,Real Madrid,Valencia,5,1,H,16,10,7,4,4,4,madrid,madrid,1903.0,67703.0,Spanish La Liga,123.0,6,4,Victoria_Local,1
12/11/2023,Barcelona,Alaves,2,1,H,11,8,6,1,2,1,barcelona,barcelona,1899.0,99354.0,Spanish La Liga,127.0,3,1,Victoria_Local,1
12/11/2023,Sevilla,Betis,1,1,D,13,14,4,6,9,5,sevilla,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
12/11/2023,Ath Madrid,Villarreal,3,1,H,25,11,10,7,6,3,ath madrid,,1900.0,38279.0,Liga_Desconocida,126.0,4,2,Victoria_Local,1
24/11/2023,Alaves,Granada,3,1,H,8,11,5,4,6,2,alaves,alaves,1921.0,19840.0,Spanish La Liga,105.0,4,2,Victoria_Local,0
25/11/2023,Vallecano,Barcelona,1,1,D,10,15,4,4,1,4,vallecano,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
25/11/2023,Valencia,Celta,0,0,D,8,13,0,1,5,7,valencia,,1900.0,38279.0,Liga_Desconocida,126.0,0,0,Empate,0
25/11/2023,Getafe,Almeria,2,1,H,18,13,5,4,3,6,getafe,getafe,1946.0,17393.0,Spanish La Liga,80.0,3,1,Victoria_Local,0
25/11/2023,Ath Madrid,Mallorca,1,0,H,20,8,3,1,7,3,ath madrid,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
26/11/2023,Villarreal,Osasuna,3,1,H,10,15,3,7,2,4,villarreal,,1900.0,38279.0,Liga_Desconocida,126.0,4,2,Victoria_Local,1
26/11/2023,Sociedad,Sevilla,2,1,H,11,8,8,2,4,4,sociedad,,1900.0,38279.0,Liga_Desconocida,126.0,3,1,Victoria_Local,0
26/11/2023,Cadiz,Real Madrid,0,3,A,13,14,4,5,4,4,cadiz,,1900.0,38279.0,Liga_Desconocida,126.0,3,-3,Derrota_Local,2
26/11/2023,Betis,Las Palmas,1,0,H,12,15,6,4,7,6,betis,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
27/11/2023,Girona,Ath Bilbao,1,1,D,12,13,2,6,2,6,girona,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
29/11/2023,Mallorca,Cadiz,1,1,D,16,6,3,3,7,0,mallorca,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
01/12/2023,Las Palmas,Getafe,2,0,H,11,12,6,4,4,4,las palmas,,1900.0,38279.0,Liga_Desconocida,126.0,2,2,Victoria_Local,0
02/12/2023,Girona,Valencia,2,1,H,9,9,5,3,3,2,girona,,1900.0,38279.0,Liga_Desconocida,126.0,3,1,Victoria_Local,0
02/12/2023,Ath Bilbao,Vallecano,4,0,H,9,11,4,3,7,2,ath bilbao,,1900.0,38279.0,Liga_Desconocida,126.0,4,4,Victoria_Local,1
02/12/2023,Real Madrid,Granada,2,0,H,11,1,4,0,6,0,madrid,madrid,1903.0,67703.0,Spanish La Liga,123.0,2,2,Victoria_Local,1
02/12/2023,Osasuna,Sociedad,1,1,D,9,17,3,5,1,8,osasuna,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
03/12/2023,Mallorca,Alaves,0,0,D,7,7,3,4,5,4,mallorca,,1900.0,38279.0,Liga_Desconocida,126.0,0,0,Empate,0
03/12/2023,Almeria,Betis,0,0,D,20,6,8,2,4,6,almeria,,1900.0,38279.0,Liga_Desconocida,126.0,0,0,Empate,0
03/12/2023,Sevilla,Villarreal,1,1,D,18,5,4,4,8,4,sevilla,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
03/12/2023,Barcelona,Ath Madrid,1,0,H,13,9,2,4,7,2,barcelona,barcelona,1899.0,99354.0,Spanish La Liga,127.0,1,1,Victoria_Local,1
04/12/2023,Celta,Cadiz,1,1,D,26,2,7,1,12,1,celta,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
08/12/2023,Getafe,Valencia,1,0,H,8,3,6,0,7,0,getafe,getafe,1946.0,17393.0,Spanish La Liga,80.0,1,1,Victoria_Local,0
09/12/2023,Alaves,Las Palmas,0,1,A,19,9,5,2,12,3,alaves,alaves,1921.0,19840.0,Spanish La Liga,105.0,1,-1,Derrota_Local,0
09/12/2023,Betis,Real Madrid,1,1,D,14,12,6,2,8,6,betis,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
09/12/2023,Villarreal,Sociedad,0,3,A,20,16,4,5,5,3,villarreal,,1900.0,38279.0,Liga_Desconocida,126.0,3,-3,Derrota_Local,2
09/12/2023,Mallorca,Sevilla,1,0,H,6,19,3,5,4,12,mallorca,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
10/12/2023,Ath Madrid,Almeria,2,1,H,13,19,4,5,3,15,ath madrid,,1900.0,38279.0,Liga_Desconocida,126.0,3,1,Victoria_Local,0
10/12/2023,Cadiz,Osasuna,1,1,D,12,13,5,5,2,4,cadiz,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
10/12/2023,Barcelona,Girona,2,4,A,31,15,11,7,8,3,barcelona,barcelona,1899.0,99354.0,Spanish La Liga,127.0,6,-2,Derrota_Local,1
11/12/2023,Granada,Ath Bilbao,1,1,D,7,19,4,4,1,8,granada,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
11/12/2023,Vallecano,Celta,0,0,D,17,4,4,2,8,1,vallecano,,1900.0,38279.0,Liga_Desconocida,126.0,0,0,Empate,0
15/12/2023,Osasuna,Vallecano,1,0,H,10,9,4,3,9,1,osasuna,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
16/12/2023,Celta,Granada,1,0,H,11,7,4,2,7,1,celta,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
16/12/2023,Ath Bilbao,Ath Madrid,2,0,H,16,7,7,3,3,7,ath bilbao,,1900.0,38279.0,Liga_Desconocida,126.0,2,2,Victoria_Local,0
16/12/2023,Sevilla,Getafe,0,3,A,12,14,4,7,4,2,sevilla,,1900.0,38279.0,Liga_Desconocida,126.0,3,-3,Derrota_Local,2
16/12/2023,Valencia,Barcelona,1,1,D,11,16,4,8,4,6,valencia,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
17/12/2023,Almeria,Mallorca,0,0,D,7,20,1,2,4,4,almeria,,1900.0,38279.0,Liga_Desconocida,126.0,0,0,Empate,0
17/12/2023,Sociedad,Betis,0,0,D,12,12,4,3,3,7,sociedad,,1900.0,38279.0,Liga_Desconocida,126.0,0,0,Empate,0
17/12/2023,Las Palmas,Cadiz,1,1,D,7,13,2,5,4,6,las palmas,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
17/12/2023,Real Madrid,Villarreal,4,1,H,22,3,9,1,11,0,madrid,madrid,1903.0,67703.0,Spanish La Liga,123.0,5,3,Victoria_Local,1
18/12/2023,Girona,Alaves,3,0,H,9,12,4,2,3,2,girona,,1900.0,38279.0,Liga_Desconocida,126.0,3,3,Victoria_Local,1
19/12/2023,Vallecano,Valencia,0,1,A,7,8,1,3,8,1,vallecano,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
19/12/2023,Ath Madrid,Getafe,3,3,D,8,29,4,9,1,12,ath madrid,,1900.0,38279.0,Liga_Desconocida,126.0,6,0,Empate,2
19/12/2023,Granada,Sevilla,0,3,A,12,12,3,5,6,4,granada,,1900.0,38279.0,Liga_Desconocida,126.0,3,-3,Derrota_Local,2
20/12/2023,Barcelona,Almeria,3,2,H,30,10,11,5,12,0,barcelona,barcelona,1899.0,99354.0,Spanish La Liga,127.0,5,1,Victoria_Local,1
20/12/2023,Ath Bilbao,Las Palmas,1,0,H,19,5,10,1,5,2,ath bilbao,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
