Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,home_clean,team_clean,intFormedYear,intStadiumCapacity,strLeague,anios_historia,total_goles_partido,diferencia_goles,resultado_target,cluster_kmeans
08/04/2023,Verona,Sassuolo,2,1,H,11,17,3,5,4,10,verona,,1900.0,38279.0,Liga_Desconocida,126.0,3,1,Victoria_Local,0
08/04/2023,Lazio,Juventus,2,1,H,9,11,4,4,6,6,lazio,,1900.0,38279.0,Liga_Desconocida,126.0,3,1,Victoria_Local,0
14/04/2023,Cremonese,Empoli,1,0,H,14,15,5,1,3,8,cremonese,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
14/04/2023,Spezia,Lazio,0,3,A,6,13,2,7,2,3,spezia,,1900.0,38279.0,Liga_Desconocida,126.0,3,-3,Derrota_Local,2
15/04/2023,Bologna,Milan,1,1,D,6,19,2,5,2,6,bologna,bologna,1909.0,38279.0,Italian Serie A,117.0,2,0,Empate,0
15/04/2023,Napoli,Verona,0,0,D,9,5,1,2,4,0,napoli,,1900.0,38279.0,Liga_Desconocida,126.0,0,0,Empate,0
15/04/2023,Inter,Monza,0,1,A,25,7,6,2,5,2,inter,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
16/04/2023,Lecce,Sampdoria,1,1,D,30,8,11,2,11,8,lecce,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
16/04/2023,Torino,Salernitana,1,1,D,16,8,5,1,4,2,torino,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
16/04/2023,Sassuolo,Juventus,1,0,H,11,13,4,3,10,13,sassuolo,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
16/04/2023,Roma,Udinese,3,0,H,12,10,7,2,6,2,roma,,1900.0,38279.0,Liga_Desconocida,126.0,3,3,Victoria_Local,1
17/04/2023,Fiorentina,Atalanta,1,1,D,18,6,7,1,5,1,fiorentina,fiorentina,1926.0,43147.0,Italian Serie A,100.0,2,0,Empate,0
21/04/2023,Verona,Bologna,2,1,H,9,17,5,7,4,2,verona,,1900.0,38279.0,Liga_Desconocida,126.0,3,1,Victoria_Local,0
22/04/2023,Salernitana,Sassuolo,3,0,H,13,11,5,2,4,8,salernitana,,1900.0,38279.0,Liga_Desconocida,126.0,3,3,Victoria_Local,1
22/04/2023,Lazio,Torino,0,1,A,10,7,5,3,3,4,lazio,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
22/04/2023,Sampdoria,Spezia,1,1,D,13,19,3,7,9,9,sampdoria,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
23/04/2023,Empoli,Inter,0,3,A,11,16,3,4,5,4,empoli,,1900.0,38279.0,Liga_Desconocida,126.0,3,-3,Derrota_Local,2
23/04/2023,Monza,Fiorentina,3,2,H,13,10,5,5,5,3,monza,,1900.0,38279.0,Liga_Desconocida,126.0,5,1,Victoria_Local,1
23/04/2023,Udinese,Cremonese,3,0,H,17,12,9,2,3,8,udinese,,1900.0,38279.0,Liga_Desconocida,126.0,3,3,Victoria_Local,1
23/04/2023,Milan,Lecce,2,0,H,8,9,5,4,4,2,milan,milan,1899.0,80018.0,Italian Serie A,127.0,2,2,Victoria_Local,1
23/04/2023,Juventus,Napoli,0,1,A,7,17,4,6,3,6,juventus,juventus,1897.0,41507.0,Italian Serie A,129.0,1,-1,Derrota_Local,0
24/04/2023,Atalanta,Roma,3,1,H,7,14,4,1,3,4,atalanta,atalanta,1907.0,21300.0,Italian Serie A,119.0,4,2,Victoria_Local,0
28/04/2023,Lecce,Udinese,1,0,H,15,10,3,3,7,4,lecce,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
28/04/2023,Spezia,Monza,0,2,A,12,8,4,4,3,3,spezia,,1900.0,38279.0,Liga_Desconocida,126.0,2,-2,Derrota_Local,2
29/04/2023,Roma,Milan,1,1,D,11,11,1,1,1,5,roma,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
29/04/2023,Torino,Atalanta,1,2,A,4,9,4,5,3,3,torino,,1900.0,38279.0,Liga_Desconocida,126.0,3,-1,Derrota_Local,2
30/04/2023,Inter,Lazio,3,1,H,25,9,9,5,2,3,inter,,1900.0,38279.0,Liga_Desconocida,126.0,4,2,Victoria_Local,1
30/04/2023,Cremonese,Verona,1,1,D,12,14,5,6,3,5,cremonese,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
30/04/2023,Napoli,Salernitana,1,1,D,24,5,8,2,10,0,napoli,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
30/04/2023,Sassuolo,Empoli,2,1,H,13,7,4,1,7,5,sassuolo,,1900.0,38279.0,Liga_Desconocida,126.0,3,1,Victoria_Local,0
30/04/2023,Fiorentina,Sampdoria,5,0,H,23,4,10,1,11,0,fiorentina,fiorentina,1926.0,43147.0,Italian Serie A,100.0,5,5,Victoria_Local,1
30/04/2023,Bologna,Juventus,1,1,D,16,14,6,5,4,5,bologna,bologna,1909.0,38279.0,Italian Serie A,117.0,2,0,Empate,0
03/05/2023,Atalanta,Spezia,3,2,H,14,9,6,4,12,3,atalanta,atalanta,1907.0,21300.0,Italian Serie A,119.0,5,1,Victoria_Local,2
03/05/2023,Juventus,Lecce,2,1,H,16,14,4,5,6,7,juventus,juventus,1897.0,41507.0,Italian Serie A,129.0,3,1,Victoria_Local,0
03/05/2023,Salernitana,Fiorentina,3,3,D,4,12,3,3,2,3,salernitana,,1900.0,38279.0,Liga_Desconocida,126.0,6,0,Empate,2
03/05/2023,Sampdoria,Torino,0,2,A,7,12,0,4,2,3,sampdoria,,1900.0,38279.0,Liga_Desconocida,126.0,2,-2,Derrota_Local,2
03/05/2023,Lazio,Sassuolo,2,0,H,13,13,5,2,1,2,lazio,,1900.0,38279.0,Liga_Desconocida,126.0,2,2,Victoria_Local,0
03/05/2023,Milan,Cremonese,1,1,D,18,6,5,2,10,0,milan,milan,1899.0,80018.0,Italian Serie A,127.0,2,0,Empate,1
03/05/2023,Monza,Roma,1,1,D,8,14,4,8,4,3,monza,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
03/05/2023,Verona,Inter,0,6,A,7,20,2,10,2,7,verona,,1900.0,38279.0,Liga_Desconocida,126.0,6,-6,Derrota_Local,2
04/05/2023,Empoli,Bologna,3,1,H,13,18,3,3,2,5,empoli,,1900.0,38279.0,Liga_Desconocida,126.0,4,2,Victoria_Local,1
04/05/2023,Udinese,Napoli,1,1,D,7,7,3,4,2,6,udinese,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
06/05/2023,Milan,Lazio,2,0,H,10,8,3,0,6,4,milan,milan,1899.0,80018.0,Italian Serie A,127.0,2,2,Victoria_Local,1
06/05/2023,Roma,Inter,0,2,A,15,10,3,4,12,5,roma,,1900.0,38279.0,Liga_Desconocida,126.0,2,-2,Derrota_Local,2
06/05/2023,Cremonese,Spezia,2,0,H,9,18,4,8,3,13,cremonese,,1900.0,38279.0,Liga_Desconocida,126.0,2,2,Victoria_Local,0
07/05/2023,Atalanta,Juventus,0,2,A,24,10,1,5,7,3,atalanta,atalanta,1907.0,21300.0,Italian Serie A,119.0,2,-2,Derrota_Local,2
07/05/2023,Torino,Monza,1,1,D,14,10,5,8,7,4,torino,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
07/05/2023,Napoli,Fiorentina,1,0,H,10,15,3,3,0,5,napoli,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
07/05/2023,Lecce,Verona,0,1,A,15,9,2,3,4,4,lecce,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
08/05/2023,Empoli,Salernitana,2,1,H,11,13,4,2,8,7,empoli,,1900.0,38279.0,Liga_Desconocida,126.0,3,1,Victoria_Local,0
08/05/2023,Udinese,Sampdoria,2,0,H,13,11,6,3,7,3,udinese,,1900.0,38279.0,Liga_Desconocida,126.0,2,2,Victoria_Local,0
08/05/2023,Sassuolo,Bologna,1,1,D,6,12,2,3,4,4,sassuolo,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
12/05/2023,Lazio,Lecce,2,2,D,20,13,6,4,2,3,lazio,,1900.0,38279.0,Liga_Desconocida,126.0,4,0,Empate,2
13/05/2023,Salernitana,Atalanta,1,0,H,10,13,4,3,5,3,salernitana,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
13/05/2023,Spezia,Milan,2,0,H,14,14,4,3,6,9,spezia,,1900.0,38279.0,Liga_Desconocida,126.0,2,2,Victoria_Local,0
13/05/2023,Inter,Sassuolo,4,2,H,11,16,3,5,1,5,inter,,1900.0,38279.0,Liga_Desconocida,126.0,6,2,Victoria_Local,1
14/05/2023,Verona,Torino,0,1,A,14,15,4,8,3,4,verona,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
14/05/2023,Fiorentina,Udinese,2,0,H,18,5,3,1,3,3,fiorentina,fiorentina,1926.0,43147.0,Italian Serie A,100.0,2,2,Victoria_Local,0
14/05/2023,Monza,Napoli,2,0,H,10,20,4,7,6,10,monza,,1900.0,38279.0,Liga_Desconocida,126.0,2,2,Victoria_Local,0
14/05/2023,Bologna,Roma,0,0,D,12,7,3,2,3,6,bologna,bologna,1909.0,38279.0,Italian Serie A,117.0,0,0,Empate,0
14/05/2023,Juventus,Cremonese,2,0,H,24,3,7,2,7,0,juventus,juventus,1897.0,41507.0,Italian Serie A,129.0,2,2,Victoria_Local,0
15/05/2023,Sampdoria,Empoli,1,1,D,13,16,3,4,1,2,sampdoria,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
19/05/2023,Sassuolo,Monza,1,2,A,13,16,4,5,6,3,sassuolo,,1900.0,38279.0,Liga_Desconocida,126.0,3,-1,Derrota_Local,2
20/05/2023,Cremonese,Bologna,1,5,A,13,19,2,9,3,9,cremonese,,1900.0,38279.0,Liga_Desconocida,126.0,6,-4,Derrota_Local,2
20/05/2023,Atalanta,Verona,3,1,H,13,10,5,2,6,3,atalanta,atalanta,1907.0,21300.0,Italian Serie A,119.0,4,2,Victoria_Local,0
20/05/2023,Milan,Sampdoria,5,1,H,19,6,9,3,7,2,milan,milan,1899.0,80018.0,Italian Serie A,127.0,6,4,Victoria_Local,1
21/05/2023,Lecce,Spezia,0,0,D,6,14,1,0,2,5,lecce,,1900.0,38279.0,Liga_Desconocida,126.0,0,0,Empate,0
21/05/2023,Torino,Fiorentina,1,1,D,10,8,4,1,3,3,torino,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
21/05/2023,Napoli,Inter,3,1,H,22,6,9,2,4,1,napoli,,1900.0,38279.0,Liga_Desconocida,126.0,4,2,Victoria_Local,1
21/05/2023,Udinese,Lazio,0,1,A,12,14,2,4,3,8,udinese,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
22/05/2023,Roma,Salernitana,2,2,D,22,8,5,3,6,4,roma,,1900.0,38279.0,Liga_Desconocida,126.0,4,0,Empate,2
22/05/2023,Empoli,Juventus,4,1,H,14,19,7,4,3,7,empoli,,1900.0,38279.0,Liga_Desconocida,126.0,5,3,Victoria_Local,1
26/05/2023,Sampdoria,Sassuolo,2,2,D,17,22,3,8,8,4,sampdoria,,1900.0,38279.0,Liga_Desconocida,126.0,4,0,Empate,2
27/05/2023,Salernitana,Udinese,3,2,H,11,10,3,4,2,1,salernitana,,1900.0,38279.0,Liga_Desconocida,126.0,5,1,Victoria_Local,1
27/05/2023,Spezia,Torino,0,4,A,8,11,1,4,5,2,spezia,,1900.0,38279.0,Liga_Desconocida,126.0,4,-4,Derrota_Local,2
27/05/2023,Fiorentina,Roma,2,1,H,15,8,5,4,7,4,fiorentina,fiorentina,1926.0,43147.0,Italian Serie A,100.0,3,1,Victoria_Local,0
27/05/2023,Inter,Atalanta,3,2,H,20,11,11,3,9,7,inter,,1900.0,38279.0,Liga_Desconocida,126.0,5,1,Victoria_Local,1
28/05/2023,Verona,Empoli,1,1,D,13,13,4,3,3,3,verona,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
28/05/2023,Bologna,Napoli,2,2,D,18,11,6,8,4,4,bologna,bologna,1909.0,38279.0,Italian Serie A,117.0,4,0,Empate,2
28/05/2023,Monza,Lecce,0,1,A,5,9,1,1,1,3,monza,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
28/05/2023,Lazio,Cremonese,3,2,H,12,11,8,5,4,3,lazio,,1900.0,38279.0,Liga_Desconocida,126.0,5,1,Victoria_Local,1
28/05/2023,Juventus,Milan,0,1,A,16,9,3,3,4,5,juventus,juventus,1897.0,41507.0,Italian Serie A,129.0,1,-1,Derrota_Local,0
02/06/2023,Sassuolo,Fiorentina,1,3,A,5,15,2,7,2,4,sassuolo,,1900.0,38279.0,Liga_Desconocida,126.0,4,-2,Derrota_Local,2
03/06/2023,Torino,Inter,0,1,A,17,14,5,4,6,4,torino,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
03/06/2023,Cremonese,Salernitana,2,0,H,12,11,4,1,4,6,cremonese,,1900.0,38279.0,Liga_Desconocida,126.0,2,2,Victoria_Local,0
03/06/2023,Empoli,Lazio,0,2,A,7,21,1,11,6,7,empoli,,1900.0,38279.0,Liga_Desconocida,126.0,2,-2,Derrota_Local,2
04/06/2023,Napoli,Sampdoria,2,0,H,21,6,9,4,11,0,napoli,,1900.0,38279.0,Liga_Desconocida,126.0,2,2,Victoria_Local,0
04/06/2023,Atalanta,Monza,5,2,H,20,8,10,4,5,1,atalanta,atalanta,1907.0,21300.0,Italian Serie A,119.0,7,3,Victoria_Local,1
04/06/2023,Lecce,Bologna,2,3,A,20,11,7,7,7,2,lecce,,1900.0,38279.0,Liga_Desconocida,126.0,5,-1,Derrota_Local,2
04/06/2023,Milan,Verona,3,1,H,14,6,5,1,7,1,milan,milan,1899.0,80018.0,Italian Serie A,127.0,4,2,Victoria_Local,1
04/06/2023,Roma,Spezia,2,1,H,19,8,5,2,6,2,roma,,1900.0,38279.0,Liga_Desconocida,126.0,3,1,Victoria_Local,0
04/06/2023,Udinese,Juventus,0,1,A,13,20,3,5,6,14,udinese,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
18/08/2023,Werder Bremen,Bayern Munich,0,4,A,6,25,1,10,0,6,werder bremen,,1900.0,38279.0,Liga_Desconocida,126.0,4,-4,Derrota_Local,2
19/08/2023,Augsburg,M'gladbach,4,4,D,20,9,8,6,8,7,augsburg,augsburg,1907.0,30660.0,German Bundesliga,119.0,8,0,Empate,2
19/08/2023,Hoffenheim,Freiburg,1,2,A,24,17,5,8,4,2,hoffenheim,hoffenheim,1899.0,30150.0,German Bundesliga,127.0,3,-1,Derrota_Local,2
19/08/2023,Leverkusen,RB Leipzig,3,2,H,11,13,7,6,4,5,leverkusen,,1900.0,38279.0,Liga_Desconocida,126.0,5,1,Victoria_Local,1
19/08/2023,Stuttgart,Bochum,5,0,H,19,4,9,1,7,0,stuttgart,,1900.0,38279.0,Liga_Desconocida,126.0,5,5,Victoria_Local,1
19/08/2023,Wolfsburg,Heidenheim,2,0,H,18,13,8,1,1,7,wolfsburg,,1900.0,38279.0,Liga_Desconocida,126.0,2,2,Victoria_Local,0
19/08/2023,Dortmund,FC Koln,1,0,H,12,11,2,4,6,3,dortmund,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
20/08/2023,Union Berlin,Mainz,4,1,H,12,9,7,3,3,1,union berlin,,1900.0,38279.0,Liga_Desconocida,126.0,5,3,Victoria_Local,1
20/08/2023,Ein Frankfurt,Darmstadt,1,0,H,10,11,4,2,7,3,ein frankfurt,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
25/08/2023,RB Leipzig,Stuttgart,5,1,H,20,8,11,3,4,4,rb leipzig,,1900.0,38279.0,Liga_Desconocida,126.0,6,4,Victoria_Local,1
26/08/2023,Bochum,Dortmund,1,1,D,17,13,6,3,5,4,bochum,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
26/08/2023,Darmstadt,Union Berlin,1,4,A,18,12,6,6,3,5,darmstadt,,1900.0,38279.0,Liga_Desconocida,126.0,5,-3,Derrota_Local,2
26/08/2023,FC Koln,Wolfsburg,1,2,A,14,9,2,6,6,1,koln,,1900.0,38279.0,Liga_Desconocida,126.0,3,-1,Derrota_Local,2
26/08/2023,Freiburg,Werder Bremen,1,0,H,23,16,6,2,5,5,freiburg,freiburg,1904.0,24000.0,German Bundesliga,122.0,1,1,Victoria_Local,0
26/08/2023,Heidenheim,Hoffenheim,2,3,A,19,16,9,6,10,6,heidenheim,,1900.0,38279.0,Liga_Desconocida,126.0,5,-1,Derrota_Local,2
26/08/2023,M'gladbach,Leverkusen,0,3,A,13,24,2,10,5,8,mgladbach,,1900.0,38279.0,Liga_Desconocida,126.0,3,-3,Derrota_Local,2
27/08/2023,Mainz,Ein Frankfurt,1,1,D,13,8,7,2,5,4,mainz,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
27/08/2023,Bayern Munich,Augsburg,3,1,H,19,11,6,2,10,4,bayern munich,bayern munich,1900.0,75024.0,German Bundesliga,126.0,4,2,Victoria_Local,1
01/09/2023,Dortmund,Heidenheim,2,2,D,20,15,9,6,3,6,dortmund,,1900.0,38279.0,Liga_Desconocida,126.0,4,0,Empate,2
02/09/2023,Augsburg,Bochum,2,2,D,11,22,3,9,3,5,augsburg,augsburg,1907.0,30660.0,German Bundesliga,119.0,4,0,Empate,2
02/09/2023,Hoffenheim,Wolfsburg,3,1,H,11,14,5,7,3,3,hoffenheim,hoffenheim,1899.0,30150.0,German Bundesliga,127.0,4,2,Victoria_Local,1
02/09/2023,Leverkusen,Darmstadt,5,1,H,24,5,13,1,4,2,leverkusen,,1900.0,38279.0,Liga_Desconocida,126.0,6,4,Victoria_Local,1
02/09/2023,Stuttgart,Freiburg,5,0,H,13,11,6,5,2,4,stuttgart,,1900.0,38279.0,Liga_Desconocida,126.0,5,5,Victoria_Local,1
02/09/2023,Werder Bremen,Mainz,4,0,H,12,12,6,3,1,7,werder bremen,,1900.0,38279.0,Liga_Desconocida,126.0,4,4,Victoria_Local,1
02/09/2023,M'gladbach,Bayern Munich,1,2,A,8,25,3,9,1,15,mgladbach,,1900.0,38279.0,Liga_Desconocida,126.0,3,-1,Derrota_Local,2
03/09/2023,Ein Frankfurt,FC Koln,1,1,D,12,6,4,2,8,1,ein frankfurt,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
03/09/2023,Union Berlin,RB Leipzig,0,3,A,4,15,1,8,3,7,union berlin,,1900.0,38279.0,Liga_Desconocida,126.0,3,-3,Derrota_Local,2
15/09/2023,Bayern Munich,Leverkusen,2,2,D,15,12,9,5,7,4,bayern munich,bayern munich,1900.0,75024.0,German Bundesliga,126.0,4,0,Empate,1
16/09/2023,FC Koln,Hoffenheim,1,3,A,17,17,7,5,13,4,koln,,1900.0,38279.0,Liga_Desconocida,126.0,4,-2,Derrota_Local,2
16/09/2023,Freiburg,Dortmund,2,4,A,14,14,4,6,6,8,freiburg,freiburg,1904.0,24000.0,German Bundesliga,122.0,6,-2,Derrota_Local,2
16/09/2023,Mainz,Stuttgart,1,3,A,15,16,3,6,6,4,mainz,,1900.0,38279.0,Liga_Desconocida,126.0,4,-2,Derrota_Local,2
16/09/2023,RB Leipzig,Augsburg,3,0,H,9,16,6,4,1,6,rb leipzig,,1900.0,38279.0,Liga_Desconocida,126.0,3,3,Victoria_Local,1
16/09/2023,Wolfsburg,Union Berlin,2,1,H,8,17,3,5,3,7,wolfsburg,,1900.0,38279.0,Liga_Desconocida,126.0,3,1,Victoria_Local,0
16/09/2023,Bochum,Ein Frankfurt,1,1,D,24,8,10,6,8,2,bochum,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
17/09/2023,Heidenheim,Werder Bremen,4,2,H,19,11,4,4,10,1,heidenheim,,1900.0,38279.0,Liga_Desconocida,126.0,6,2,Victoria_Local,1
17/09/2023,Darmstadt,M'gladbach,3,3,D,15,21,8,10,6,6,darmstadt,,1900.0,38279.0,Liga_Desconocida,126.0,6,0,Empate,2
22/09/2023,Stuttgart,Darmstadt,3,1,H,18,3,11,0,5,4,stuttgart,,1900.0,38279.0,Liga_Desconocida,126.0,4,2,Victoria_Local,1
23/09/2023,Augsburg,Mainz,2,1,H,6,13,3,3,3,4,augsburg,augsburg,1907.0,30660.0,German Bundesliga,119.0,3,1,Victoria_Local,0
23/09/2023,Bayern Munich,Bochum,7,0,H,26,4,16,1,8,1,bayern munich,bayern munich,1900.0,75024.0,German Bundesliga,126.0,7,7,Victoria_Local,1
23/09/2023,Dortmund,Wolfsburg,1,0,H,18,8,4,2,5,3,dortmund,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
23/09/2023,M'gladbach,RB Leipzig,0,1,A,13,8,1,4,11,6,mgladbach,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
23/09/2023,Union Berlin,Hoffenheim,0,2,A,22,11,6,4,11,6,union berlin,,1900.0,38279.0,Liga_Desconocida,126.0,2,-2,Derrota_Local,2
23/09/2023,Werder Bremen,FC Koln,2,1,H,17,13,6,5,9,8,werder bremen,,1900.0,38279.0,Liga_Desconocida,126.0,3,1,Victoria_Local,0
24/09/2023,Leverkusen,Heidenheim,4,1,H,20,1,10,1,7,2,leverkusen,,1900.0,38279.0,Liga_Desconocida,126.0,5,3,Victoria_Local,1
24/09/2023,Ein Frankfurt,Freiburg,0,0,D,13,9,5,2,7,3,ein frankfurt,,1900.0,38279.0,Liga_Desconocida,126.0,0,0,Empate,0
29/09/2023,Hoffenheim,Dortmund,1,3,A,15,6,5,5,4,3,hoffenheim,hoffenheim,1899.0,30150.0,German Bundesliga,127.0,4,-2,Derrota_Local,2
30/09/2023,Bochum,M'gladbach,1,3,A,23,25,5,9,5,10,bochum,,1900.0,38279.0,Liga_Desconocida,126.0,4,-2,Derrota_Local,2
30/09/2023,FC Koln,Stuttgart,0,2,A,14,18,5,4,8,4,koln,,1900.0,38279.0,Liga_Desconocida,126.0,2,-2,Derrota_Local,2
30/09/2023,Heidenheim,Union Berlin,1,0,H,9,19,4,8,5,7,heidenheim,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
30/09/2023,Mainz,Leverkusen,0,3,A,10,6,3,3,3,1,mainz,,1900.0,38279.0,Liga_Desconocida,126.0,3,-3,Derrota_Local,2
30/09/2023,Wolfsburg,Ein Frankfurt,2,0,H,19,7,7,3,7,4,wolfsburg,,1900.0,38279.0,Liga_Desconocida,126.0,2,2,Victoria_Local,0
30/09/2023,RB Leipzig,Bayern Munich,2,2,D,7,11,2,5,5,1,rb leipzig,,1900.0,38279.0,Liga_Desconocida,126.0,4,0,Empate,2
01/10/2023,Darmstadt,Werder Bremen,4,2,H,14,10,5,7,2,4,darmstadt,,1900.0,38279.0,Liga_Desconocida,126.0,6,2,Victoria_Local,1
01/10/2023,Freiburg,Augsburg,2,0,H,7,13,3,4,2,3,freiburg,freiburg,1904.0,24000.0,German Bundesliga,122.0,2,2,Victoria_Local,0
06/10/2023,M'gladbach,Mainz,2,2,D,20,13,9,7,10,3,mgladbach,,1900.0,38279.0,Liga_Desconocida,126.0,4,0,Empate,2
07/10/2023,Augsburg,Darmstadt,1,2,A,17,17,3,5,4,4,augsburg,augsburg,1907.0,30660.0,German Bundesliga,119.0,3,-1,Derrota_Local,2
07/10/2023,Dortmund,Union Berlin,4,2,H,12,12,7,6,4,6,dortmund,,1900.0,38279.0,Liga_Desconocida,126.0,6,2,Victoria_Local,1
07/10/2023,RB Leipzig,Bochum,0,0,D,18,9,5,2,9,1,rb leipzig,,1900.0,38279.0,Liga_Desconocida,126.0,0,0,Empate,0
07/10/2023,Stuttgart,Wolfsburg,3,1,H,13,12,7,5,5,6,stuttgart,,1900.0,38279.0,Liga_Desconocida,126.0,4,2,Victoria_Local,1
07/10/2023,Werder Bremen,Hoffenheim,2,3,A,13,11,3,4,4,4,werder bremen,,1900.0,38279.0,Liga_Desconocida,126.0,5,-1,Derrota_Local,2
08/10/2023,Leverkusen,FC Koln,3,0,H,21,7,10,3,11,4,leverkusen,,1900.0,38279.0,Liga_Desconocida,126.0,3,3,Victoria_Local,1
08/10/2023,Bayern Munich,Freiburg,3,0,H,21,2,5,0,7,1,bayern munich,bayern munich,1900.0,75024.0,German Bundesliga,126.0,3,3,Victoria_Local,1
08/10/2023,Ein Frankfurt,Heidenheim,2,0,H,12,7,6,2,3,6,ein frankfurt,,1900.0,38279.0,Liga_Desconocida,126.0,2,2,Victoria_Local,0
20/10/2023,Dortmund,Werder Bremen,1,0,H,22,6,5,1,10,4,dortmund,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
21/10/2023,Darmstadt,RB Leipzig,1,3,A,16,10,3,7,6,0,darmstadt,,1900.0,38279.0,Liga_Desconocida,126.0,4,-2,Derrota_Local,2
21/10/2023,Freiburg,Bochum,2,1,H,15,13,5,5,5,2,freiburg,freiburg,1904.0,24000.0,German Bundesliga,122.0,3,1,Victoria_Local,0
21/10/2023,Hoffenheim,Ein Frankfurt,1,3,A,14,13,5,5,6,3,hoffenheim,hoffenheim,1899.0,30150.0,German Bundesliga,127.0,4,-2,Derrota_Local,2
21/10/2023,Union Berlin,Stuttgart,0,3,A,10,10,2,5,4,2,union berlin,,1900.0,38279.0,Liga_Desconocida,126.0,3,-3,Derrota_Local,2
21/10/2023,Wolfsburg,Leverkusen,1,2,A,18,13,7,6,4,3,wolfsburg,,1900.0,38279.0,Liga_Desconocida,126.0,3,-1,Derrota_Local,2
21/10/2023,Mainz,Bayern Munich,1,3,A,14,12,3,5,2,7,mainz,,1900.0,38279.0,Liga_Desconocida,126.0,4,-2,Derrota_Local,2
22/10/2023,FC Koln,M'gladbach,3,1,H,21,5,8,2,8,3,koln,,1900.0,38279.0,Liga_Desconocida,126.0,4,2,Victoria_Local,1
22/10/2023,Heidenheim,Augsburg,2,5,A,16,9,5,6,6,5,heidenheim,,1900.0,38279.0,Liga_Desconocida,126.0,7,-3,Derrota_Local,2
27/10/2023,Bochum,Mainz,2,2,D,10,10,4,4,5,4,bochum,,1900.0,38279.0,Liga_Desconocida,126.0,4,0,Empate,2
28/10/2023,Augsburg,Wolfsburg,3,2,H,9,13,5,6,5,5,augsburg,augsburg,1907.0,30660.0,German Bundesliga,119.0,5,1,Victoria_Local,2
28/10/2023,Bayern Munich,Darmstadt,8,0,H,28,10,16,4,7,1,bayern munich,bayern munich,1900.0,75024.0,German Bundesliga,126.0,8,8,Victoria_Local,1
28/10/2023,M'gladbach,Heidenheim,2,1,H,11,8,6,3,6,4,mgladbach,,1900.0,38279.0,Liga_Desconocida,126.0,3,1,Victoria_Local,0
28/10/2023,Stuttgart,Hoffenheim,2,3,A,23,7,10,5,6,0,stuttgart,,1900.0,38279.0,Liga_Desconocida,126.0,5,-1,Derrota_Local,2
28/10/2023,Werder Bremen,Union Berlin,2,0,H,9,7,3,2,3,3,werder bremen,,1900.0,38279.0,Liga_Desconocida,126.0,2,2,Victoria_Local,0
28/10/2023,RB Leipzig,FC Koln,6,0,H,24,6,13,1,11,1,rb leipzig,,1900.0,38279.0,Liga_Desconocida,126.0,6,6,Victoria_Local,1
